pre_type,post_type,weight_sum
C2,C3,0.5999121270221123
C2,Dm20,0.10005496454978988
C2,Dm9,0.3000642459721166
C2,L1,1.2000736416581659
C2,L2,1.1999822128633701
C2,L3,0.09998595353819219
C2,L5,1.0995252460425964
C2,Mi1,0.6999198856953104
C2,Mi2,0.19991462000336796
C2,Mi4,0.8001703147473327
C2,Mi9,0.3000809054539648
C2,T1,0.6000908042467709
C2,T2,0.5001992944380569
C2,Tm1,0.6002030384146855
C2,Tm20,0.09995498241038717
C2,Tm3,0.20001111845860686
C2,Tm4,0.2998148303691075
C2,Tm5c,0.09997811548758825
C2,Tm9,0.7001614811915181
C2,TmY18,0.09997484637728411
C2,TmY3,0.09990685771234992
C2,TmY5a,0.20007758160571498
C3,Dm13,0.9997225913843238
C3,Dm15,1.7997337738385464
C3,Dm16,0.09997931608633373
C3,Dm20,0.09988777266139615
C3,Dm3a,1.2998921347473427
C3,Dm3b,1.2995886744004406
C3,Dm9,0.29970585156130536
C3,L1,1.4001960818103667
C3,L2,2.499711241500865
C3,L5,1.599937772461161
C3,MeLo13,0.1000640827158314
C3,MeLo2,1.7996794608499136
C3,MeLo7,0.5999388404649004
C3,MeLo9,0.3998699871495961
C3,Mi1,1.1000211794431334
C3,Mi15,0.10001004728050053
C3,Mi2,0.09997716914747447
C3,Mi4,0.1000304097452531
C3,Mi9,2.5999256079711897
C3,Pm10,1.4996326927961237
C3,Pm3,0.5999218013599313
C3,T1,2.3000524914604914
C3,T2,4.0988784414672415
C3,T2a,0.09997437794301695
C3,T3,0.09996786078096809
C3,T4a,2.4001182997127133
C3,T4b,3.2992242371419085
C3,T4c,1.7001475683553053
C3,T4d,2.6003648066355995
C3,Tm1,2.1999899794018414
C3,Tm16,1.0997501034937245
C3,Tm2,1.0001959264055307
C3,Tm20,1.9001703574090223
C3,Tm26,0.10006576775432585
C3,Tm3,0.20001931594377764
C3,Tm4,5.499929955679986
C3,Tm5Y,0.10009445402839574
C3,Tm5b,0.09996321128660082
