epoch,rule,seed,J,MI_lb,E_total,total_forwards,patch_idx
82,EProp,42,-13.204141765988975,0.5497615831180873,1375.3903349107063,83,0
83,EProp,42,-13.242250580387266,0.5834849920351792,1382.5735572422445,84,0
84,EProp,42,-13.17572617679871,0.544682797044524,1372.0408973843234,85,0
85,EProp,42,-13.18978644861032,0.557078366085209,1374.686481469553,86,0
86,EProp,42,-13.217130744437519,0.5342640163181249,1375.1394760755643,87,0
87,EProp,42,-13.203583143187409,0.59368495674966,1379.7268099937069,88,0
88,EProp,42,-13.13693784369842,0.5139308786508758,1365.0868722349294,89,0
89,EProp,42,-13.205377735663145,0.6079742871798315,1381.3352022842978,90,0
90,EProp,42,-13.16882327452759,0.5668234226966744,1373.5646697224265,91,0
91,EProp,42,-13.17224725117898,0.5917729120637318,1376.4020163242712,92,0
92,EProp,42,-13.272719010782259,0.6429437251279957,1391.5662735910255,93,0
93,EProp,42,-13.193749813895282,0.6598260683532824,1385.3575882248565,94,0
94,EProp,42,-13.162000250677522,0.5793437973167679,1374.134404799429,95,0
95,EProp,42,-13.172910038364577,0.5729722082294977,1374.5882246594074,96,0
96,EProp,42,-13.141837981779837,0.6259461302360902,1376.7784112015927,97,0
97,EProp,42,-13.184087931913659,0.56282108994237,1374.690902185603,98,0
98,EProp,42,-13.184054247826674,0.6453513639456498,1382.9405611772324,99,0
99,EProp,42,-13.259383404205764,0.6340796891173648,1389.3463093323128,100,0
100,EProp,42,-13.180078531104108,0.686748090116073,1386.682662122018,101,0
101,EProp,42,-13.132175731673064,0.5967268757731219,1372.8902607446184,102,0
102,EProp,42,-13.221689894964554,0.6847016731952227,1390.6391568159777,103,0
103,EProp,42,-13.190610460865706,0.6692397201535849,1385.985018101929,104,0
104,EProp,42,-13.170614757201186,0.7043550299307357,1387.4969787131922,105,0
105,EProp,42,-13.14834509299573,0.7019162183347376,1385.0261311330466,106,0
106,EProp,42,-13.16787566136197,0.6407533957990506,1380.862905716102,107,0
107,EProp,42,-13.190036231927355,0.6490527151125742,1383.908894703993,108,0
108,EProp,42,-13.200065743167237,0.6902604849815726,1389.032622814881,109,0
109,EProp,42,-13.203989226547506,0.6811980575735008,1388.5187284121007,110,0
110,EProp,42,-13.14016482325555,0.7000292829478081,1384.0194106203357,111,0
111,EProp,42,-13.18069799912135,0.7169839019330544,1389.7681901054402,112,0
112,EProp,42,-13.178633736451953,0.7167283693168058,1389.5362105768759,113,0
113,EProp,42,-13.161482828830087,0.7071579189854558,1386.864074781554,114,0
114,EProp,42,-13.170685136809112,0.7165052466499278,1388.719038345904,115,0
115,EProp,42,-13.161775414477336,0.6782723291365871,1384.0047743613923,116,0
116,EProp,42,-13.161830285320502,0.7077863386050476,1386.961662392555,117,0
117,EProp,42,-13.147626350751121,0.737375566287299,1388.500191703842,118,0
118,EProp,42,-13.148654299838705,0.7160833557162203,1386.4737655554925,119,0
119,EProp,42,-13.132231668731915,0.740675029463401,1387.2906698195316,120,0
120,EProp,42,-13.177308125656849,0.7480769071647106,1392.538503282156,121,0
121,EProp,42,-13.161248482595603,0.7003223736686275,1386.1570856264232,122,0
122,EProp,42,-13.156389898273266,0.7451883432422526,1390.157824151552,123,0
123,EProp,42,-13.165731232079091,0.7828946275058128,1394.8625859584904,124,0
124,EProp,42,-13.17077388170275,0.7530069432076436,1392.3780824910395,125,0
125,EProp,42,-13.122888213406128,0.7343616490907419,1385.724986249687,126,0
126,EProp,42,-13.178057193207609,0.8130984501472618,1399.115564335487,127,0
127,EProp,42,-13.167392803041851,0.7470339968665147,1391.4426799908365,128,0
128,EProp,42,-13.14802072427704,0.7774170789227068,1392.5437803199748,129,0
129,EProp,42,-13.194631741970639,0.7992429180444653,1399.3874660015103,130,0
130,EProp,42,-13.122016563692538,0.7903468479036135,1391.2363411596152,131,0
131,EProp,42,-13.203090433617627,0.8440298888388056,1404.7120322456433,132,0
132,EProp,42,-13.135936107623946,0.8180052473439918,1395.3941354967938,133,0
133,EProp,42,-13.175328086428776,0.772234862985087,1394.7562949413862,134,0
134,EProp,42,-13.126220246088792,0.7901266358444725,1391.6346881933264,135,0
135,EProp,42,-13.140126719043113,0.7647729127741179,1390.4899631817232,136,0
136,EProp,42,-13.137656602422503,0.8144254609586836,1395.2082063381188,137,0
137,EProp,42,-13.124130965430092,0.8146021973612623,1393.8733162791355,138,0
138,EProp,42,-13.213360970264867,0.8744011078586191,1408.7762078123485,139,0
139,EProp,42,-13.147864169842213,0.8749693462311559,1402.283351607337,140,0
140,EProp,42,-13.137669242152299,0.8417410511394277,1397.9410293291726,141,0
141,EProp,42,-13.1155005555614,0.8248466970538599,1394.034725261526,142,0
142,EProp,42,-13.16585183559069,0.8770452506819417,1404.289708627263,143,0
143,EProp,42,-13.0743831391848,0.7897077769228105,1386.409091610761,144,0
144,EProp,42,-13.125109031844113,0.86518343747227,1399.0292469316382,145,0
145,EProp,42,-13.185698428347232,0.8628156456286749,1404.8514073975907,146,0
146,EProp,42,-13.155302397653648,0.897764623867026,1405.3067021520674,147,0
147,EProp,42,-13.174501838136635,0.8925168885782147,1406.7018726714848,148,0
148,EProp,42,-13.163494634181925,0.9201510366278729,1408.3645670809797,149,0
149,EProp,42,-13.113473458445533,0.8950631101680164,1400.853656861355,150,0
150,EProp,42,-13.054431251470934,0.8019684698021727,1385.6399721273106,151,0
151,EProp,42,-13.1330041247666,0.8964838421290326,1402.9487966895633,152,0
152,EProp,42,-13.1440743681561,0.8902474603685224,1403.4321828524621,153,0
153,EProp,42,-13.086776150889772,0.891422142824911,1397.8198293714684,154,0
154,EProp,42,-13.142110942244734,0.9177127121360851,1405.9823654380818,155,0
155,EProp,42,-13.138022476037031,0.9017524609504335,1403.9774936987465,156,0
156,EProp,42,-13.13162135794974,0.9291832458532547,1406.0804603802994,157,0
157,EProp,42,-13.185374054906486,0.9210525531022165,1410.64266080087,158,0
158,EProp,42,-13.164724163993116,1.0132734479855416,1417.7997611978658,159,0
159,EProp,42,-13.071190946096861,0.9760361211989643,1404.7227067295826,160,0
160,EProp,42,-13.174046852769699,0.918740241527253,1409.2787094296953,161,0
161,EProp,42,-13.101945819334183,0.8988511204818135,1400.0796939815996,162,0
162,EProp,42,-13.112082958037128,0.950071245973771,1406.21542040109,163,0
163,EProp,42,-13.104895973206045,0.942187513781346,1404.708348698739,164,0
164,EProp,42,-13.117854255319646,0.9999091685786419,1411.7763423898286,165,0
165,EProp,42,-13.196354325752296,0.9294424609147867,1412.5796786667083,166,0
166,EProp,42,-13.076946682095059,0.935792944836618,1401.2739626931675,167,0
167,EProp,42,-13.11924682455787,0.9133601218625453,1403.2606946420415,168,0
168,EProp,42,-13.137538575562465,0.9942782557472363,1413.18168313097,169,0
169,EProp,42,-13.06984910518526,0.9759225235897322,1404.5771628774992,170,0
170,EProp,42,-13.134003072653323,0.9447054495912468,1407.870852224457,171,0
171,EProp,42,-13.149182250819122,0.9744062701381604,1412.3588520957283,172,0
172,EProp,42,-13.181130137914824,1.0494514475328662,1423.058158544769,173,0
173,EProp,42,-13.095817049187993,1.02441338599706,1412.0230435185053,174,0
174,EProp,42,-13.09678263170499,0.9639602332175818,1406.0742864922572,175,0
175,EProp,42,-13.106050650468326,1.041791695590339,1414.7842346058665,176,0
176,EProp,42,-13.089520765552326,0.9882085673616219,1407.7729332913948,177,0
177,EProp,42,-13.12529915841031,1.0168889905679273,1414.218814897824,178,0
178,EProp,42,-13.048978405563844,0.9823181898446949,1403.1296595408537,179,0
179,EProp,42,-13.16177714789095,1.0466517253495868,1420.8428873240537,180,0
180,EProp,42,-13.053979750159069,1.0160110517915646,1406.9990801950635,181,0
181,EProp,42,-13.12812686601216,1.0516902313630032,1417.9817097375162,182,0
182,EProp,42,-13.109442671786232,1.020102558117056,1412.9545229903288,183,0
183,EProp,42,-13.110115004409199,1.044905371653054,1415.5020376062253,184,0
184,EProp,42,-13.090144642282613,1.0143958723293585,1410.4540514611972,185,0
185,EProp,42,-13.10088618050149,1.0104117815897071,1411.1297962091198,186,0
186,EProp,42,-13.131292763327187,1.019466331922633,1415.0759095249819,187,0
187,EProp,42,-13.10624298690025,1.097144267979528,1420.3387254879779,188,0
188,EProp,42,-13.108153353237823,1.1078757825710528,1421.6029135808876,189,0
189,EProp,42,-13.138175763324316,1.03632928395829,1417.4505047282605,190,0
190,EProp,42,-13.12446950770152,1.037302784068376,1416.1772291769896,191,0
191,EProp,42,-13.080390850416547,1.009507885334058,1408.9898735750605,192,0
192,EProp,42,-13.10420965123471,1.0412098543165818,1414.5419505551292,193,0
193,EProp,42,-13.076547742002614,1.0652296197869597,1414.1777361789573,194,0
194,EProp,42,-13.129687104070705,1.0696484867905545,1419.933559086126,195,0
195,EProp,42,-13.058189076942528,1.0914520806480752,1414.9641157590602,196,0
196,EProp,42,-13.161772549029154,1.0882809413248946,1425.0053490354048,197,0
197,EProp,42,-13.084675810360576,1.064189635285768,1414.8865445646343,198,0
198,EProp,42,-13.091725355796287,1.0903895351076804,1418.2114890903968,199,0
199,EProp,42,-13.112152496799611,1.113126866322554,1422.5279363122165,200,0
0,RewardHebb,42,-70.09719880674427,0.0,7009.719880674427,1,0
1,RewardHebb,42,-38.879798447171154,0.0,3887.9798447171156,2,0
2,RewardHebb,42,-33.08161303112594,0.054384540762805855,3313.5997571888743,3,0
3,RewardHebb,42,-30.082724841516193,0.0,3008.272484151619,4,0
4,RewardHebb,42,-27.810001044694868,0.04298177112363266,2785.29828158185,5,0
5,RewardHebb,42,-26.0331692211009,0.09127391571006482,2612.4443136810964,6,0
6,RewardHebb,42,-24.85805441934807,0.08145428557848167,2493.9508704926548,7,0
7,RewardHebb,42,-24.112889353462215,0.14653353454496898,2425.9422888007184,8,0
8,RewardHebb,42,-23.405199205924088,0.08832749465216816,2349.352670057626,9,0
9,RewardHebb,42,-22.93035275448593,0.10562253097586849,2303.59752854618,10,0
10,RewardHebb,42,-22.518718566063175,0.16556178676072353,2268.42803528239,11,0
11,RewardHebb,42,-22.186075438611592,0.13475827850254607,2232.0833717114137,12,0
12,RewardHebb,42,-21.989408873774977,0.17436311111134906,2216.3771984886325,13,0
13,RewardHebb,42,-21.732716758120095,0.19158789195646353,2192.4304650076556,14,0
14,RewardHebb,42,-21.550628870228035,0.15281524387915368,2170.3444114107187,15,0
15,RewardHebb,42,-21.452448504164465,0.09342992272709072,2154.5878426891554,16,0
16,RewardHebb,42,-21.360353997435688,0.17982134968024788,2154.0175347115933,17,0
17,RewardHebb,42,-21.226572310453232,0.1789360747111166,2140.550838516435,18,0
18,RewardHebb,42,-21.228767011301404,0.22178380519635965,2145.055081649776,19,0
19,RewardHebb,42,-21.078784969547083,0.2412518436872788,2132.0036813234365,20,0
20,RewardHebb,42,-21.081079488130424,0.26124498384510364,2134.2324471975526,21,0
21,RewardHebb,42,-21.066565801901433,0.2101296111704931,2127.6695413071925,22,0
22,RewardHebb,42,-21.004859044788482,0.2034407336379127,2120.8299778426394,23,0
23,RewardHebb,42,-21.054218542889917,0.2631914918092524,2131.741003469917,24,0
24,RewardHebb,42,-20.93998525085574,0.2353391639960254,2117.5324414851766,25,0
25,RewardHebb,42,-20.90549459518706,0.1972679280194427,2110.27625232065,26,0
26,RewardHebb,42,-20.913778631959726,0.2628403201441114,2117.6618952103836,27,0
27,RewardHebb,42,-20.87384390334126,0.27819307233787605,2115.203697567914,28,0
28,RewardHebb,42,-20.892733074539702,0.28587725481146053,2117.8610329351163,29,0
29,RewardHebb,42,-20.862242509390274,0.3284696328903487,2119.071214228062,30,0
30,RewardHebb,42,-20.79320164745562,0.3021040153206158,2109.5305662776236,31,0
31,RewardHebb,42,-20.904549395575074,0.22400097695070098,2112.8550372525774,32,0
32,RewardHebb,42,-20.89966955793197,0.29057763504016965,2119.024719297214,33,0
33,RewardHebb,42,-20.830511323134008,0.31174362131263944,2114.225494444665,34,0
34,RewardHebb,42,-20.814801599015134,0.34060555816464344,2115.5407157179775,35,0
35,RewardHebb,42,-20.869173334897013,0.3554972624410144,2122.4670597338027,36,0
36,RewardHebb,42,-20.793770353115864,0.32170845883960597,2111.547881195547,37,0
37,RewardHebb,42,-20.773925281118373,0.3822282149742011,2115.6153496092575,38,0
38,RewardHebb,42,-20.751695119132297,0.36565993876345937,2111.7355057895757,39,0
39,RewardHebb,42,-20.81256780902954,0.3551129766466308,2116.768078567617,40,0
40,RewardHebb,42,-20.802775884402596,0.37571570956944766,2117.8491593972044,41,0
41,RewardHebb,42,-20.791665346276936,0.39383725356772015,2118.550259984466,42,0
42,RewardHebb,42,-20.76100312964629,0.45534223074041336,2121.6345360386704,43,0
43,RewardHebb,42,-20.78904850739504,0.39655703209510573,2118.560553949015,44,0
44,RewardHebb,42,-20.82526936440059,0.41013071706189663,2123.5400081462485,45,0
45,RewardHebb,42,-20.71655446362249,0.41098781241874693,2112.7542276041236,46,0
46,RewardHebb,42,-20.816339578184788,0.4242633534016971,2124.060293158648,47,0
47,RewardHebb,42,-20.758953869429057,0.44483389011613816,2120.3787759545194,48,0
48,RewardHebb,42,-20.73485022328572,0.425366449663958,2116.0216672949678,49,0
49,RewardHebb,42,-20.759997046976387,0.44827814070393757,2120.8275187680324,50,0
50,RewardHebb,42,-20.73612645285867,0.4474725068159042,2118.3598959674573,51,0
51,RewardHebb,42,-20.744917889328963,0.436626179311173,2118.1544068640137,52,0
52,RewardHebb,42,-20.686009455748213,0.43239245065583365,2111.8401906404047,53,0
53,RewardHebb,42,-20.711972769092498,0.4799269618895696,2119.189973098207,54,0
54,RewardHebb,42,-20.716441260004352,0.5113710237066034,2122.7812283710955,55,0
55,RewardHebb,42,-20.721169901543707,0.5046700747527022,2122.583997629641,56,0
56,RewardHebb,42,-20.69062315590853,0.5192549450840818,2120.987810099261,57,0
57,RewardHebb,42,-20.689472127225027,0.48776561096070115,2117.7237738185727,58,0
58,RewardHebb,42,-20.725229306662325,0.5168553440475661,2124.208465070989,59,0
59,RewardHebb,42,-20.669740215390203,0.5117876039685969,2118.15278193588,60,0
60,RewardHebb,42,-20.741524155350408,0.5173385400414121,2125.8862695391817,61,0
61,RewardHebb,42,-20.711758852923076,0.5313538709476995,2124.3112723870777,62,0
62,RewardHebb,42,-20.702815050378746,0.5428632423998225,2124.5678292778566,63,0
63,RewardHebb,42,-20.663957289353984,0.5230641094603561,2118.702139881434,64,0
64,RewardHebb,42,-20.69251949458204,0.5870905117789844,2127.9610006361027,65,0
65,RewardHebb,42,-20.70870781738943,0.5824162903017451,2129.1124107691176,66,0
66,RewardHebb,42,-20.69114534715874,0.5673002981342039,2125.8445645292945,67,0
67,RewardHebb,42,-20.711069391807115,0.6210740318296932,2133.2143423636808,68,0
68,RewardHebb,42,-20.66682258360559,0.6225451278270655,2128.9367711432656,69,0
69,RewardHebb,42,-20.678536151540396,0.6278317546413623,2130.636790618176,70,0
70,RewardHebb,42,-20.714084802046756,0.6125750413230024,2132.6659843369757,71,0
71,RewardHebb,42,-20.650376187495468,0.5974453444673102,2124.7821531962777,72,0
72,RewardHebb,42,-20.655070617930335,0.6803826746448869,2133.545329257522,73,0
73,RewardHebb,42,-20.64801101786453,0.5830909508146478,2123.1101968679177,74,0
74,RewardHebb,42,-20.661559650815988,0.6154490110929514,2127.700866190894,75,0
75,RewardHebb,42,-20.618025264868454,0.6210068547047918,2123.9032119573244,76,0
76,RewardHebb,42,-20.663584972164607,0.7042171008042137,2136.780207296882,77,0
77,RewardHebb,42,-20.618319155052742,0.5746263987898641,2119.2945553842605,78,0
78,RewardHebb,42,-20.608465922072643,0.6261477082532272,2123.461363032587,79,0
79,RewardHebb,42,-20.61498119990427,0.6419609680534482,2125.694216795772,80,0
80,RewardHebb,42,-20.634227204863045,0.6505067084849205,2128.473391334797,81,0
81,RewardHebb,42,-20.6326623065729,0.6612037391989958,2129.3866045771897,82,0
82,RewardHebb,42,-20.62466853872629,0.6830677969595405,2130.773633568583,83,0
83,RewardHebb,42,-20.654619867632782,0.7035429162725553,2135.8162783905336,84,0
84,RewardHebb,42,-20.61227420942829,0.676724611365235,2128.899882079352,85,0
85,RewardHebb,42,-20.607049089761414,0.699049055679617,2130.609814544103,86,0
86,RewardHebb,42,-20.62831642879805,0.6685634875223925,2129.687991632044,87,0
87,RewardHebb,42,-20.625934640186866,0.7149760929385116,2134.0910733125374,88,0
88,RewardHebb,42,-20.554373980839507,0.6705139313524269,2122.4887912191934,89,0
89,RewardHebb,42,-20.59421480932011,0.7379976260801517,2133.221243540026,90,0
90,RewardHebb,42,-20.56606927579073,0.7138991591392663,2127.9968434929997,91,0
91,RewardHebb,42,-20.553540616846803,0.739611020037541,2129.315163688434,92,0
92,RewardHebb,42,-20.65216506608453,0.760765114187838,2141.293018027237,93,0
93,RewardHebb,42,-20.582184749167393,0.7996246324188334,2138.1809381586227,94,0
94,RewardHebb,42,-20.563719010162227,0.7293219817740986,2129.3040991936327,95,0
95,RewardHebb,42,-20.552105582195296,0.737020823643785,2128.912640583908,96,0
96,RewardHebb,42,-20.524752729857283,0.7725911623930255,2129.734389225031,97,0
97,RewardHebb,42,-20.57211952345289,0.7056665322914686,2127.778605574436,98,0
98,RewardHebb,42,-20.553374632531572,0.7858358938818961,2133.9210526413467,99,0
99,RewardHebb,42,-20.630670579978663,0.7630339998741875,2139.370457985285,100,0
100,RewardHebb,42,-20.57061097484135,0.8240313930166234,2139.4642367857973,101,0
101,RewardHebb,42,-20.52462933625207,0.7527834339658934,2127.741277021796,102,0
102,RewardHebb,42,-20.581520349680808,0.8243154416841545,2140.583579136496,103,0
103,RewardHebb,42,-20.56735739592447,0.8148106919259064,2138.2168087850378,104,0
104,RewardHebb,42,-20.539190067510646,0.8565104323752726,2139.570049988592,105,0
105,RewardHebb,42,-20.516232367087497,0.8531728724137535,2136.940523950125,106,0
106,RewardHebb,42,-20.534215715661148,0.7955534119693461,2132.9769127630493,107,0
107,RewardHebb,42,-20.5473317765019,0.8002903214532147,2134.7622097955114,108,0
108,RewardHebb,42,-20.55743749138868,0.8384021675974447,2139.5839658986124,109,0
109,RewardHebb,42,-20.575540899542094,0.8233404399199022,2139.8881339461996,110,0
110,RewardHebb,42,-20.51447453458482,0.8524981388266051,2136.6972673411424,111,0
111,RewardHebb,42,-20.526094523126734,0.8806996909617455,2140.6794214088477,112,0
112,RewardHebb,42,-20.52555909926287,0.8750827373457124,2140.0641836608584,113,0
113,RewardHebb,42,-20.52145654003394,0.8572616605348591,2137.87182005688,114,0
114,RewardHebb,42,-20.51748584111256,0.8748375971689688,2139.232343828153,115,0
115,RewardHebb,42,-20.489677463852978,0.858449598179372,2134.812706203235,116,0
116,RewardHebb,42,-20.503060823317206,0.8701160652634736,2137.317688858068,117,0
117,RewardHebb,42,-20.508053985769376,0.8763932001415107,2138.4447185910885,118,0
118,RewardHebb,42,-20.47201875316246,0.8878720739465509,2135.9890827109007,119,0
119,RewardHebb,42,-20.452498052768444,0.9134561368487271,2136.595418961717,120,0
120,RewardHebb,42,-20.49401542033575,0.9077875502112631,2140.1802970547014,121,0
121,RewardHebb,42,-20.496019485016454,0.8636355498211152,2135.965503483757,122,0
122,RewardHebb,42,-20.4713281629013,0.9192165924695761,2139.0544755370875,123,0
123,RewardHebb,42,-20.48325220508594,0.9460649311372373,2142.9317136223176,124,0
124,RewardHebb,42,-20.492873692424194,0.9161721205940259,2140.904581301822,125,0
125,RewardHebb,42,-20.452921592679562,0.9105649148329791,2136.348650751254,126,0
126,RewardHebb,42,-20.480479720150747,0.9757592449298729,2145.623896508062,127,0
127,RewardHebb,42,-20.491235818566924,0.9037166408966426,2139.4952459463566,128,0
128,RewardHebb,42,-20.46433442967748,0.9542739806681428,2141.8608410345623,129,0
129,RewardHebb,42,-20.499866620097865,0.9650927632714348,2146.49593833693,130,0
130,RewardHebb,42,-20.458277343071558,0.9543453911620876,2141.262273423364,131,0
131,RewardHebb,42,-20.509710083514413,0.994380788590636,2150.409087210505,132,0
132,RewardHebb,42,-20.460377045498923,0.9811326111609615,2144.1509656659887,133,0
133,RewardHebb,42,-20.500652039431746,0.9319990480758671,2143.265108750761,134,0
134,RewardHebb,42,-20.4428547413046,0.9679486864258724,2141.0803427730475,135,0
135,RewardHebb,42,-20.452241467478913,0.9455495586854434,2139.7791026164355,136,0
136,RewardHebb,42,-20.44114336708935,0.9897491738931103,2143.089254098246,137,0
137,RewardHebb,42,-20.422445198506857,0.9877306162116044,2141.017581471846,138,0
138,RewardHebb,42,-20.489469175368196,1.0351293489235331,2152.4598524291728,139,0
139,RewardHebb,42,-20.468180224589254,1.028886483120976,2149.7066707710233,140,0
140,RewardHebb,42,-20.443402875927102,1.0127608162496182,2145.616369217672,141,0
141,RewardHebb,42,-20.418726471248778,0.9973795830496539,2141.610605429843,142,0
142,RewardHebb,42,-20.451824722585553,1.0443276040963692,2149.615232668192,143,0
143,RewardHebb,42,-20.392405670252387,0.9607062069928904,2135.3111877245274,144,0
144,RewardHebb,42,-20.39359325017541,1.0439458088646179,2143.7539059040027,145,0
145,RewardHebb,42,-20.455329355018335,1.030156225963097,2148.548558098143,146,0
146,RewardHebb,42,-20.436208704082397,1.0711698070476512,2150.7378511130046,147,0
147,RewardHebb,42,-20.45288053497965,1.0650348931584088,2151.791542813806,148,0
148,RewardHebb,42,-20.453762227009967,1.0818903735356429,2153.565260054561,149,0
