pre_type,post_type,weight_sum
C2,C3,0.14821961658712085
C2,Dm11,0.05774872669965638
C2,Dm9,0.13213496605579494
C2,L1,0.7522516409540645
C2,L2,0.6323028529550562
C2,L4,0.24332396838935827
C2,L5,0.43763621532389557
C2,MeLo2,0.0036876701433779134
C2,Mi1,0.33132261401691576
C2,Mi14,0.07474352131980526
C2,Mi2,0.056081188223774225
C2,Mi4,0.17497895047674372
C2,Mi9,0.11875413948144684
C2,Pm5,0.03285696687292384
C2,R7y,0.09341414924189516
C2,R8y,0.09248346161542267
C2,T1,0.6616928372398263
C2,T2,0.11053075540716098
C2,Tm1,0.4498085800311727
C2,Tm16,0.024783135543289286
C2,Tm20,0.1766322971955882
C2,Tm3,0.04425719282770649
C2,Tm5c,0.08207334010652145
C2,Tm6,0.05506076884427746
C2,Tm9,0.500462606002971
C2,TmY3,0.000805204883379495
C3,C2,0.3113938791993771
C3,C3,0.11767672855590268
C3,Cm13,0.05853005692940356
C3,Dm3a,0.18540636927324305
C3,Dm3b,0.556538566421331
C3,Dm4,0.055912680999072165
C3,Dm9,0.3148018279647239
C3,L1,1.5087785980893977
C3,L2,2.4091749269047216
C3,L3,0.09087566134895576
C3,L4,0.23482644273815353
C3,L5,1.3124097472294274
C3,MeLo2,0.508009237108275
C3,Mi1,0.858907125928861
C3,Mi10,0.04640213423811464
C3,Mi14,0.15009934066147818
C3,Mi4,0.10577290760384628
C3,Mi9,2.2408348751115947
C3,Pm10,0.41083088515770766
C3,Pm2a,0.0009985351528669075
C3,Pm2b,0.016473812417649225
C3,Pm3,0.042424003620124814
C3,Pm5,0.06648846342138456
C3,T1,1.9448754687835854
C3,T2,0.7421190562976281
C3,T2a,0.12682345350604343
C3,T3,0.05400576150175419
C3,T4a,1.3658430521736937
C3,T4b,1.7446817544827533
C3,T4c,1.825993837964935
C3,T4d,1.4140126232451733
C3,Tm1,1.3470071599023286
C3,Tm16,0.20162159803218135
C3,Tm2,0.6687456800623788
C3,Tm20,0.6735207905829902
C3,Tm26,0.03181647163960793
C3,Tm3,0.26325012950760884
C3,Tm4,2.4148007839195698
C3,Tm5c,0.3488744668118357
C3,Tm6,0.6952482964525267
C3,Tm9,1.3953551096727588
C3,TmY14,0.011235794030710802
C3,TmY3,0.033953258364682395
C3,TmY5a,0.024420282679589664
C3,Y12,0.015052762688985154
C3,Y3,2.568609443247817e-05
Cm1,Cm1,0.12523673134746663
Cm1,Cm11a,0.05523115571963347
Cm1,Cm13,0.05203140904137761
Cm1,Cm19,0.0012518280747745307
Cm1,Cm2,0.18804144993823432
Cm1,Cm3,0.06447795532445608
Cm1,Cm5,0.05899202497312622
Cm1,Dm8a,0.050981448578107186
Cm1,MeLo4,0.06585330408987469
Cm1,MeTu1,0.04267008973593008
Cm1,MeVP3,0.010953267732526754
Cm1,MeVP6,0.06291303432104417
Cm1,Mi1,0.16442194241158747
Cm1,Mi2,0.05769671514362118
Cm1,Mi4,0.04147724446817778
Cm1,Pm4,0.014318276825044015
Cm1,Tm12,0.08403601563372344
Cm1,Tm2,0.06943279892614672
