rule,seed,epoch,J,MI_lb,E_total,compute_cost
Oja,1,195,-104.62871559893706,1.6878508025870085,10631.656640152407,196
Oja,1,196,-104.70467066569542,1.5440672965008297,10624.873796219625,197
Oja,1,197,-104.41314806778759,1.8597587866743956,10627.290685446198,198
Oja,1,198,-104.4784518448589,1.8770507505719873,10635.550259543088,199
Oja,1,199,-104.11911928647143,2.3137302187014006,10643.284950517282,200
RewardHebb,0,0,-104.25147220315304,0.0,10425.147220315304,1
RewardHebb,0,1,-35.4352433541351,0.0,3543.52433541351,2
RewardHebb,0,2,-31.718512764623917,0.0,3171.8512764623915,3
RewardHebb,0,3,-28.81124468703907,0.0,2881.124468703907,4
RewardHebb,0,4,-27.238444301022355,0.004715906650728741,2724.316020767308,5
RewardHebb,0,5,-25.98927238111171,0.01597082099879632,2600.5243202110505,6
RewardHebb,0,6,-25.113763054853216,0.022427914121285752,2513.61909689745,7
RewardHebb,0,7,-24.288802562121973,0.005145540866180909,2429.394810298815,8
RewardHebb,0,8,-23.876325180411577,0.020194139538021183,2389.65193199496,9
RewardHebb,0,9,-23.37237688490636,0.03740816536746472,2340.9785050273827,10
RewardHebb,0,10,-23.010134524352473,0.05453487102330179,2306.4669395375777,11
RewardHebb,0,11,-22.72774936053694,0.01166493502336241,2273.94142955603,12
RewardHebb,0,12,-22.572066290301695,0.03778436664254725,2260.985065694424,13
RewardHebb,0,13,-22.358874114569424,0.03926748877206032,2239.8141603341487,14
RewardHebb,0,14,-22.255777686591845,0.08907400539644472,2234.4851691988288,15
RewardHebb,0,15,-22.10574284361027,0.056997588592852644,2216.2740432203123,16
RewardHebb,0,16,-22.091769716427578,0.08495551024667414,2217.6725226674253,17
RewardHebb,0,17,-21.947130516837564,0.08420688533183807,2203.13374021694,18
RewardHebb,0,18,-21.926484568952823,0.09462062533721927,2202.110519429004,19
RewardHebb,0,19,-21.87683826040282,0.07304712983652983,2194.988539023935,20
RewardHebb,0,20,-21.868487799781064,0.003208083973623488,2187.1695883754687,21
RewardHebb,0,21,-21.79991757282853,0.07578211439277327,2187.5699687221304,22
RewardHebb,0,22,-21.74619895681014,0.11270308742029522,2185.8902044230435,23
RewardHebb,0,23,-21.798026826630828,0.13729920986748256,2193.532603649831,24
RewardHebb,0,24,-21.754383161351626,0.08971476342238516,2184.409792477401,25
RewardHebb,0,25,-21.67704762081057,0.1023677877932947,2177.9415408603863,26
RewardHebb,0,26,-21.67831712128503,0.061877827127324814,2174.0194948412354,27
RewardHebb,0,27,-21.693577014698924,0.11448141566144088,2180.8058430360365,28
RewardHebb,0,28,-21.69230488808332,0.09716013511044164,2178.946502319376,29
RewardHebb,0,29,-21.708769505567826,0.05155814234561351,2176.0327647913437,30
RewardHebb,0,30,-21.675133935310438,0.10603383503394337,2178.116777034438,31
RewardHebb,0,31,-21.658064484880423,0.11947638496934898,2177.754086984977,32
RewardHebb,0,32,-21.671973162768886,0.09981524433986433,2177.178840710875,33
RewardHebb,0,33,-21.626912768041983,0.10392641642689338,2173.0839184468878,34
RewardHebb,0,34,-21.654342227095754,0.10345486457480657,2175.779709167056,35
RewardHebb,0,35,-21.620874542357033,0.11537579130907005,2173.6250333666103,36
RewardHebb,0,36,-21.611082294224378,0.09042103382763544,2170.1503328052013,37
RewardHebb,0,37,-21.639663220702044,0.17515126889408217,2181.481448959613,38
RewardHebb,0,38,-21.626077426340572,0.12975310062314716,2175.583052696372,39
RewardHebb,0,39,-21.66024777758832,0.12334588003749403,2178.3593657625815,40
RewardHebb,0,40,-21.652082580769275,0.11764844825562193,2176.9731029024897,41
RewardHebb,0,41,-21.636913105775598,0.09492632140360335,2173.18394271792,42
RewardHebb,0,42,-21.59479268852652,0.13773902643377411,2173.2531714960296,43
RewardHebb,0,43,-21.685435724852,0.09083906208547887,2177.627478693748,44
RewardHebb,0,44,-21.607391605933586,0.11363256693375323,2172.1024172867337,45
RewardHebb,0,45,-21.539865391264108,0.1329490697688236,2167.281446103293,46
RewardHebb,0,46,-21.599133620781778,0.14351922731043665,2174.265284809221,47
RewardHebb,0,47,-21.58929387908173,0.11596717312517946,2170.526105220691,48
RewardHebb,0,48,-21.683489990859854,0.14039182215863377,2182.388181301849,49
RewardHebb,0,49,-21.691577880647475,0.13982829850411083,2183.1406179151586,50
RewardHebb,0,50,-21.55228616862162,0.13050456583273373,2168.279073445435,51
RewardHebb,0,51,-21.609688899300238,0.15888710986337795,2176.8576009163617,52
RewardHebb,0,52,-21.697120467645945,0.1868382754672151,2188.3958743113158,53
RewardHebb,0,53,-21.550413239828575,0.1405414554780262,2169.09546953066,54
RewardHebb,0,54,-21.618316088283134,0.14507107554699683,2176.338716383013,55
RewardHebb,0,55,-21.57713728703905,0.17767909965642126,2175.481638669547,56
RewardHebb,0,56,-21.586369313822757,0.16350404578897848,2174.987335961174,57
RewardHebb,0,57,-21.55720042440747,0.1685552801631971,2172.5755704570665,58
RewardHebb,0,58,-21.626425915421166,0.17869152353605777,2180.5117438957222,59
RewardHebb,0,59,-21.578160741985275,0.16300535649992076,2174.1166098485196,60
RewardHebb,0,60,-21.550770764985423,0.1797931758782223,2173.0563940863644,61
RewardHebb,0,61,-21.571040988364608,0.17117519205004017,2174.221618041465,62
RewardHebb,0,62,-21.565997185039876,0.18964465513889284,2175.564184017877,63
RewardHebb,0,63,-21.632294656754823,0.17872617683879533,2181.102083359362,64
RewardHebb,0,64,-21.579143671906067,0.20361288611659978,2178.2756558022666,65
RewardHebb,0,65,-21.594652535837927,0.1905934564463152,2178.524599228424,66
RewardHebb,0,66,-21.552408121250572,0.22040895894264922,2177.281708019322,67
RewardHebb,0,67,-21.563198118152343,0.20641453079804606,2176.9612648950388,68
RewardHebb,0,68,-21.668125180296293,0.19406584508514602,2186.219102538144,69
RewardHebb,0,69,-21.65694585265735,0.2115823121550493,2186.85281648124,70
RewardHebb,0,70,-21.599307324064558,0.2380657502529262,2183.7373074317484,71
RewardHebb,0,71,-21.59409554637125,0.20599408369464456,2180.0089630065895,72
RewardHebb,0,72,-21.576147989023227,0.2267333100632296,2180.2881299086453,73
RewardHebb,0,73,-21.55926583832108,0.24215473535533416,2180.1420573676414,74
RewardHebb,0,74,-21.56506038943001,0.2261349863292219,2179.119537575923,75
RewardHebb,0,75,-21.595299321095318,0.2306007902456999,2182.5900111341016,76
RewardHebb,0,76,-21.5746105106061,0.2256405384902056,2180.0251049096305,77
RewardHebb,0,77,-21.59413936793328,0.21442125727806882,2180.856062521135,78
RewardHebb,0,78,-21.539944321751314,0.23545541558964977,2177.5399737340963,79
RewardHebb,0,79,-21.585884608590085,0.24811403462421655,2183.39986432143,80
RewardHebb,0,80,-21.57334109596148,0.24537920493854948,2181.872030090003,81
RewardHebb,0,81,-21.565411501636746,0.2549217080978021,2182.0333209734545,82
RewardHebb,0,82,-21.546219719619252,0.2349869478141815,2178.1206667433435,83
RewardHebb,0,83,-21.533228110924917,0.28661055235273514,2181.983866327765,84
RewardHebb,0,84,-21.593021144065464,0.280209698303044,2187.3230842368507,85
RewardHebb,0,85,-21.607584439596014,0.3112925010365557,2191.8876940632567,86
RewardHebb,0,86,-21.54495538547493,0.25230444449214495,2179.7259829967074,87
RewardHebb,0,87,-21.536172718843822,0.27781298414801014,2181.398570299183,88
RewardHebb,0,88,-21.51966187066945,0.2795675543109475,2179.9229424980394,89
RewardHebb,0,89,-21.52859821533866,0.22024765343998087,2174.884586877864,90
RewardHebb,0,90,-21.55276280519834,0.26484534848380115,2181.760815368214,91
RewardHebb,0,91,-21.54712568834912,0.28541573385911345,2183.2541422208233,92
RewardHebb,0,92,-21.529317625665595,0.28189569163964645,2181.121331730524,93
RewardHebb,0,93,-21.504873586157984,0.2860506032202035,2179.092418937819,94
RewardHebb,0,94,-21.575137276267384,0.30532591590277214,2188.0463192170155,95
RewardHebb,0,95,-21.49502524419931,0.2856930531492363,2178.071829734855,96
RewardHebb,0,96,-21.544766412883025,0.32622004277022754,2187.098645565325,97
RewardHebb,0,97,-21.52024747359948,0.29320278100084973,2181.345025460033,98
RewardHebb,0,98,-21.597452061726052,0.2949189370941854,2189.237099882024,99
RewardHebb,0,99,-21.53054309925801,0.30072896426211937,2183.127206352013,100
RewardHebb,0,100,-21.45991641471307,0.3148878860902178,2177.480430080329,101
RewardHebb,0,101,-21.543236760974096,0.2876198943066086,2183.0856655280704,102
RewardHebb,0,102,-21.557453895989372,0.3627670820429678,2192.022097803234,103
RewardHebb,0,103,-21.53184457188577,0.2780974907915459,2180.9942062677314,104
RewardHebb,0,104,-21.568763433071773,0.34507978304239906,2191.3843216114174,105
RewardHebb,0,105,-21.535850827804367,0.3097505042822313,2184.56013320866,106
RewardHebb,0,106,-21.56025398105825,0.32840562377625293,2188.86596048345,107
RewardHebb,0,107,-21.531139090052516,0.2935315927212834,2182.46706827738,108
RewardHebb,0,108,-21.534471406472694,0.3449799510762448,2187.9451357548937,109
RewardHebb,0,109,-21.56695692960636,0.3489626703844815,2191.591959999084,110
RewardHebb,0,110,-21.542875949705724,0.3209660303804287,2186.3841980086154,111
RewardHebb,0,111,-21.502020055752503,0.36710202308193907,2186.9122078834444,112
RewardHebb,0,112,-21.581161001192047,0.3649806987890143,2194.6141699981063,113
RewardHebb,0,113,-21.47312709529539,0.32340664972879596,2179.6533745024185,114
RewardHebb,0,114,-21.549429359248897,0.3241985099650977,2187.362786921399,115
RewardHebb,0,115,-21.52211541554315,0.3277823790548853,2184.9897794598037,116
RewardHebb,0,116,-21.505127784893453,0.3358390075749913,2184.0966792468444,117
RewardHebb,0,117,-21.484487708235587,0.33814620695469255,2182.263391519028,118
RewardHebb,0,118,-21.486429683917756,0.33753612476948547,2182.396580868724,119
RewardHebb,0,119,-21.489831279137704,0.32557265611907926,2181.540393525678,120
RewardHebb,0,120,-21.47662668638207,0.3403931086368619,2181.701979501893,121
RewardHebb,0,121,-21.5005301204933,0.4120421270805745,2191.257224757387,122
RewardHebb,0,122,-21.501872149032845,0.34506660751809237,2184.6938756550935,123
RewardHebb,0,123,-21.50671777797081,0.3561673798581788,2186.2885157828987,124
RewardHebb,0,124,-21.493231496469026,0.37759237914089727,2187.082387560992,125
RewardHebb,0,125,-21.5136868701966,0.38847080755742835,2190.215767775403,126
RewardHebb,0,126,-21.49656784866317,0.3234633515722929,2182.003120023546,127
RewardHebb,0,127,-21.470468561840676,0.4066622895265981,2187.7130851367274,128
RewardHebb,0,128,-21.490615316835207,0.3920490324646084,2188.2664349299816,129
RewardHebb,0,129,-21.492506278519166,0.33167808083526484,2182.418435935443,130
RewardHebb,0,130,-21.50075208339526,0.407959756944579,2190.871184033984,131
RewardHebb,0,131,-21.473359434702814,0.36203202514122346,2183.5391459844036,132
RewardHebb,0,132,-21.470288718764145,0.3827648836458901,2185.3053602410037,133
RewardHebb,0,133,-21.508293815742917,0.38627814261113214,2189.457195835405,134
RewardHebb,0,134,-21.500283692576083,0.39964598265280227,2189.9929675228886,135
RewardHebb,0,135,-21.46201150568407,0.43319310552518386,2189.5204611209256,136
RewardHebb,0,136,-21.49945103282766,0.3858812691195417,2188.53323019472,137
RewardHebb,0,137,-21.490950659128394,0.42637780447367213,2191.7328463602066,138
RewardHebb,0,138,-21.501607610976148,0.4253355861417605,2192.6943197117907,139
RewardHebb,0,139,-21.494890815980696,0.4253506158567699,2192.0241431837467,140
RewardHebb,0,140,-21.465720393274697,0.41581099048285397,2188.153138375755,141
RewardHebb,0,141,-21.532456553950837,0.38798329143833143,2192.043984538917,142
RewardHebb,0,142,-21.50529499444184,0.40938133889386163,2191.46763333357,143
RewardHebb,0,143,-21.466315126064167,0.40940484787583964,2187.571997394001,144
RewardHebb,0,144,-21.484563571178306,0.45082237280776205,2193.5385943986066,145
RewardHebb,0,145,-21.458523618670956,0.41529556797978984,2187.3819186650744,146
RewardHebb,0,146,-21.496209168232312,0.4298740484085304,2192.6083216640845,147
RewardHebb,0,147,-21.503643227693345,0.4174513255656067,2192.1094553258954,148
RewardHebb,0,148,-21.49319877300124,0.4108066912889945,2190.400546429023,149
RewardHebb,0,149,-21.431986264500082,0.3975744496477125,2182.9560714147797,150
RewardHebb,0,150,-21.44658175653458,0.44539326543432667,2189.1975021968906,151
RewardHebb,0,151,-21.43629024079815,0.4072043011416042,2184.3494541939754,152
RewardHebb,0,152,-21.41022260151492,0.43147419769859496,2184.1696799213514,153
RewardHebb,0,153,-21.480546664495943,0.4835717704042146,2196.4118434900156,154
RewardHebb,0,154,-21.43219969348342,0.43340796067575926,2186.5607654159176,155
RewardHebb,0,155,-21.458840956416417,0.4243127482535418,2188.315370466996,156
RewardHebb,0,156,-21.486250479855993,0.48350426807012115,2196.9754747926113,157
RewardHebb,0,157,-21.436687857889567,0.4551581009898209,2189.1845958879385,158
RewardHebb,0,158,-21.47592450545441,0.441911021862206,2191.783552731662,159
RewardHebb,0,159,-21.423473676757457,0.4599310883864285,2188.3404765143887,160
RewardHebb,0,160,-21.473557562484725,0.4578254723911108,2193.1383034875835,161
RewardHebb,0,161,-21.45858176567644,0.4368174476719986,2189.5399213348437,162
RewardHebb,0,162,-21.442805035956646,0.44911832231756943,2189.1923358274216,163
RewardHebb,0,163,-21.447262341485228,0.4973871651806796,2194.4649506665905,164
RewardHebb,0,164,-21.499567216745273,0.46766656777769544,2196.723378452297,165
RewardHebb,0,165,-21.47357273040787,0.47159759979624294,2194.5170330204114,166
RewardHebb,0,166,-21.445971835088127,0.4962409065462472,2194.2212741634376,167
RewardHebb,0,167,-21.405621562097462,0.43386562765674963,2183.9487189754213,168
RewardHebb,0,168,-21.46006396042839,0.5195242662676778,2197.9588226696064,169
RewardHebb,0,169,-21.460114652313152,0.47679046799499325,2193.6905120308147,170
RewardHebb,0,170,-21.456166025054863,0.5041364857194006,2196.0302510774263,171
RewardHebb,0,171,-21.3682234548351,0.46236573436195183,2183.0589189197053,172
RewardHebb,0,172,-21.42785858662147,0.46763897034473434,2189.54975569662,173
RewardHebb,0,173,-21.47028220200855,0.49614883007665345,2196.64310320852,174
RewardHebb,0,174,-21.414585007926597,0.48353505477488534,2189.8120062701482,175
RewardHebb,0,175,-21.417787997514814,0.47661306104584034,2189.440105856065,176
RewardHebb,0,176,-21.440776122162713,0.5145018882179864,2195.52780103807,177
RewardHebb,0,177,-21.428901858758934,0.49530356594021496,2192.420542469915,178
RewardHebb,0,178,-21.44753054251085,0.5405308574446623,2198.8061399955513,179
RewardHebb,0,179,-21.439768254532904,0.47369242144774626,2191.346067598065,180
RewardHebb,0,180,-21.445581555524434,0.5305055329371564,2197.608708846159,181
RewardHebb,0,181,-21.41616195281093,0.5254311716894291,2194.159312450036,182
RewardHebb,0,182,-21.415120893011945,0.5185540822927575,2193.3674975304702,183
RewardHebb,0,183,-21.4187933613698,0.5679806721811831,2198.6774033550982,184
RewardHebb,0,184,-21.37632270668398,0.465233902133642,2184.155660881762,185
RewardHebb,0,185,-21.437679400449156,0.5124403278813849,2195.011972833054,186
RewardHebb,0,186,-21.390031109635125,0.5262830984597384,2191.6314208094864,187
RewardHebb,0,187,-21.421826323495896,0.5315855156304652,2195.341183912636,188
RewardHebb,0,188,-21.430909969296444,0.5136588080323201,2194.4568777328764,189
RewardHebb,0,189,-21.38310564281053,0.5103057271173945,2189.3411369927926,190
RewardHebb,0,190,-21.43430230296879,0.5268544116216276,2196.1156714590416,191
RewardHebb,0,191,-21.37795932063674,0.5438732723449053,2192.1832592981646,192
RewardHebb,0,192,-21.401323808061377,0.5680414820234239,2196.93652900848,193
RewardHebb,0,193,-21.375196150348756,0.5514538744432786,2192.6650024792034,194
RewardHebb,0,194,-21.399526094903454,0.5689772712039303,2196.8503366107384,195
RewardHebb,0,195,-21.376828193568887,0.5886479183204587,2196.5476111889343,196
RewardHebb,0,196,-21.3599089517241,0.599871829715592,2195.9780781439695,197
RewardHebb,0,197,-21.38399708546718,0.5607657785605706,2194.4762864027753,198
RewardHebb,0,198,-21.426092310520104,0.5589203583988436,2198.501266891895,199
RewardHebb,0,199,-21.40145587000338,0.5319442462467516,2193.340011625013,200
RewardHebb,1,0,-104.45507370649788,0.0,10445.507370649788,1
RewardHebb,1,1,-35.55417071456435,0.0,3555.417071456435,2
RewardHebb,1,2,-31.71215098734397,0.0,3171.215098734397,3
RewardHebb,1,3,-29.370804616467385,0.0,2937.0804616467385,4
RewardHebb,1,4,-27.65061976037132,0.001081525034434705,2765.170128540575,5
RewardHebb,1,5,-26.186083470039385,0.0,2618.6083470039384,6
RewardHebb,1,6,-25.26205889949113,0.014553280374974609,2527.6612179866106,7
RewardHebb,1,7,-24.49110554183987,0.05119876900779907,2454.2304310847667,8
RewardHebb,1,8,-23.97139724709805,0.003978601234897461,2397.5375848332947,9
RewardHebb,1,9,-23.67606836710432,0.038734668184694954,2371.4803035289015,10
RewardHebb,1,10,-23.354567748246,0.05260578105005198,2340.717352929605,11
RewardHebb,1,11,-22.96036783273047,0.07071965892657506,2303.1087491657045,12
RewardHebb,1,12,-22.809008266661966,0.082821754118517,2289.183002078048,13
RewardHebb,1,13,-22.43146855245029,0.03936933245111707,2247.0837884901407,14
RewardHebb,1,14,-22.40456146546061,0.0981235778884848,2250.2685043349093,15
RewardHebb,1,15,-22.436367487289754,0.09580601443692283,2253.217350172668,16
RewardHebb,1,16,-22.198543598062066,0.0794038445852916,2227.7947442647355,17
RewardHebb,1,17,-22.214592824728644,0.11025642010374614,2232.484924483239,18
RewardHebb,1,18,-22.113768361470846,0.16338712190994542,2227.7155483380793,19
RewardHebb,1,19,-22.121006039508224,0.1264533012848137,2224.745934079304,20
RewardHebb,1,20,-21.913821622495124,0.06661605861997089,2198.0437681115095,21
RewardHebb,1,21,-22.03376085107285,0.12986465126828772,2216.3625502341138,22
RewardHebb,1,22,-22.072541128237123,0.1364688480621803,2220.9009976299303,23
RewardHebb,1,23,-21.94414995687554,0.1276518907634192,2207.180184763896,24
RewardHebb,1,24,-21.888054553488296,0.17521728831218075,2206.3271841800474,25
RewardHebb,1,25,-21.872141420297933,0.10460191937316088,2197.6743339671093,26
RewardHebb,1,26,-21.831610944124115,0.0896573487402006,2192.1268292864315,27
RewardHebb,1,27,-21.959408563693415,0.1372789264435479,2209.6687490136965,28
RewardHebb,1,28,-21.887750205401755,0.15257359369012402,2204.032379909188,29
RewardHebb,1,29,-21.804970894950028,0.17580598599741126,2198.0776880947437,30
RewardHebb,1,30,-21.846858238024332,0.1859697829395257,2203.2828020963857,31
RewardHebb,1,31,-21.82953926387878,0.13934680692120605,2196.8886070799986,32
RewardHebb,1,32,-21.840679902837508,0.1845519894994352,2202.523189233694,33
RewardHebb,1,33,-21.857116247889213,0.16115200079891467,2201.8268248688128,34
RewardHebb,1,34,-21.971208938229637,0.22598189591638906,2219.719083414602,35
RewardHebb,1,35,-21.828148285736265,0.1698128403388175,2199.7961126075083,36
RewardHebb,1,36,-21.753255946782883,0.1546450919643516,2190.790103874723,37
RewardHebb,1,37,-21.760064564790078,0.22291311270768865,2198.2977677497765,38
RewardHebb,1,38,-21.84974400445808,0.21100435508778537,2206.0748359545864,39
RewardHebb,1,39,-21.72278388756435,0.22775449996863362,2195.0538387532984,40
RewardHebb,1,40,-21.76106392594676,0.21587833678851265,2197.6942262735274,41
RewardHebb,1,41,-21.836927232768442,0.205443485275826,2204.2370718044267,42
RewardHebb,1,42,-21.89700924368789,0.26836958802050326,2216.5378831708395,43
RewardHebb,1,43,-21.728516933348647,0.2270207203519865,2195.5537653700635,44
RewardHebb,1,44,-21.877574217599683,0.2090804015232992,2208.6654619122983,45
RewardHebb,1,45,-21.7239422914369,0.21521607133120524,2193.9158362768103,46
RewardHebb,1,46,-21.758986373651545,0.13290321167135355,2189.18895853229,47
RewardHebb,1,47,-21.7522753301338,0.24331424527928158,2199.5589575413082,48
RewardHebb,1,48,-21.85086409064605,0.2390529698364463,2208.9917060482494,49
RewardHebb,1,49,-21.787120867919132,0.23464714828536204,2202.176801620449,50
RewardHebb,1,50,-21.819008750606752,0.2894149063601086,2210.842365696686,51
RewardHebb,1,51,-21.813142346819188,0.27048957396660045,2208.363192078579,52
RewardHebb,1,52,-21.847260785193452,0.28034891733958345,2212.7609702533036,53
RewardHebb,1,53,-21.75758540457432,0.22243956586014768,2198.002497043447,54
RewardHebb,1,54,-21.82970650046143,0.278399038259316,2210.8105538720747,55
RewardHebb,1,55,-21.757365443784693,0.27657356993025406,2203.3939013714944,56
RewardHebb,1,56,-21.74060822347719,0.26476515406246737,2200.5373377539654,57
RewardHebb,1,57,-21.7472941066793,0.2706216332760598,2201.791573995536,58
RewardHebb,1,58,-21.8345616249959,0.2575010078593696,2209.206263285527,59
RewardHebb,1,59,-21.76566182895608,0.3256903793061783,2209.1352208262256,60
RewardHebb,1,60,-21.80805260733832,0.3222461694510743,2213.029877678939,61
RewardHebb,1,61,-21.771705849725123,0.2963323064674337,2206.8038156192556,62
RewardHebb,1,62,-21.745154029251776,0.23596921723793063,2198.1123246489706,63
RewardHebb,1,63,-21.742602521117508,0.2808862251710438,2202.3488746288554,64
RewardHebb,1,64,-21.853983761856217,0.3288559562706119,2218.283971812683,65
RewardHebb,1,65,-21.78509791344309,0.3422025975754348,2212.7300511018525,66
RewardHebb,1,66,-21.720824671381877,0.2925219413939235,2201.33466127758,67
RewardHebb,1,67,-21.743926517472275,0.32612893362002904,2207.0055451092303,68
RewardHebb,1,68,-21.732494734508016,0.3131063038949127,2204.560103840293,69
RewardHebb,1,69,-21.76864705511575,0.34589947113222763,2211.4546526247977,70
RewardHebb,1,70,-21.84798912194831,0.3005723236372493,2214.8561445585556,71
RewardHebb,1,71,-21.676512425770312,0.31573593020186763,2199.224835597218,72
RewardHebb,1,72,-21.67815360273501,0.3046885305968243,2198.2842133331833,73
RewardHebb,1,73,-21.633441263233657,0.37174133339524484,2200.51825966289,74
RewardHebb,1,74,-21.744051747022212,0.31272697442820974,2205.677872145042,75
RewardHebb,1,75,-21.654981637666868,0.3195606511962046,2197.454228886307,76
RewardHebb,1,76,-21.72228994259294,0.38609026821689785,2210.8380210809837,77
RewardHebb,1,77,-21.75590287335027,0.32210246226607975,2207.800533561635,78
RewardHebb,1,78,-21.826913271114712,0.37490459385868746,2220.18178649734,79
RewardHebb,1,79,-21.691484075460544,0.33960279178700414,2203.108686724755,80
RewardHebb,1,80,-21.758764805060853,0.3828143457306825,2214.1579150791536,81
RewardHebb,1,81,-21.666464291739008,0.3949281680847436,2206.139245982375,82
RewardHebb,1,82,-21.673033567157734,0.34506496148525745,2201.809852864299,83
RewardHebb,1,83,-21.57243927621345,0.3303366078461165,2190.277588405957,84
RewardHebb,1,84,-21.781353755247167,0.29671816426164277,2207.807191950881,85
RewardHebb,1,85,-21.779759784474685,0.4036035902176871,2218.336337469237,86
RewardHebb,1,86,-21.66369246153431,0.38811008630669086,2205.1802547841,87
RewardHebb,1,87,-21.770422144400122,0.3933515970043464,2216.377374140447,88
RewardHebb,1,88,-21.69981428869494,0.42520654480124254,2212.5020833496183,89
RewardHebb,1,89,-21.63819991096869,0.378650140032065,2201.6850051000756,90
RewardHebb,1,90,-21.65753538686202,0.35915107129486534,2201.6686458156883,91
RewardHebb,1,91,-21.738247585634966,0.43996053524727774,2217.820812088224,92
RewardHebb,1,92,-21.56884248078976,0.42013863981665667,2198.8981120606413,93
RewardHebb,1,93,-21.798408524630826,0.46470821929390294,2226.311674392473,94
RewardHebb,1,94,-21.785951039451863,0.4062493623191701,2219.2200401771033,95
RewardHebb,1,95,-21.629935629681473,0.4024486760488668,2203.238430573034,96
RewardHebb,1,96,-21.661446074249902,0.4212697859552019,2208.2715860205103,97
RewardHebb,1,97,-21.6207170879045,0.43281358400800496,2205.3530671912504,98
RewardHebb,1,98,-21.652860288063096,0.3907734406561607,2204.3633728719255,99
RewardHebb,1,99,-21.70749177342313,0.42928146499620956,2213.6773238419337,100
RewardHebb,1,100,-21.725583402739982,0.41922754815865915,2214.481095089864,101
RewardHebb,1,101,-21.62804188881378,0.45448777903647386,2208.2529667850254,102
RewardHebb,1,102,-21.73391502334141,0.41948583614304624,2215.3400859484454,103
RewardHebb,1,103,-21.708474949778868,0.4381394488353503,2214.661439861422,104
RewardHebb,1,104,-21.523372713762555,0.43824046538981154,2196.1613179152364,105
RewardHebb,1,105,-21.711139951063814,0.41431213668973754,2212.545208775355,106
RewardHebb,1,106,-21.70985392611228,0.42372198949058504,2213.3575915602864,107
RewardHebb,1,107,-21.596282267691915,0.46316037453494374,2205.944264222686,108
RewardHebb,1,108,-21.677073022336145,0.47587625352203,2215.2949275858177,109
RewardHebb,1,109,-21.784287172556734,0.4426933511561204,2222.6980523712855,110
RewardHebb,1,110,-21.656777090416732,0.42776347212337384,2208.4540562540105,111
RewardHebb,1,111,-21.756979702098413,0.4902976043712597,2224.7277306469673,112
RewardHebb,1,112,-21.600780208843965,0.42058142732494286,2202.136163616891,113
RewardHebb,1,113,-21.664299202522063,0.44708043370958706,2211.137963623165,114
RewardHebb,1,114,-21.591699695125197,0.4438396065784316,2203.553930170363,115
RewardHebb,1,115,-21.52809198518125,0.46607008137492745,2199.4162066556173,116
RewardHebb,1,116,-21.641821582303592,0.4878419532623406,2212.9663535565933,117
RewardHebb,1,117,-21.556499244283785,0.46666928325567625,2202.316852753946,118
RewardHebb,1,118,-21.723692876376187,0.5039682547841688,2222.7661131160357,119
RewardHebb,1,119,-21.708538616796883,0.5073824555659181,2221.59210723628,120
RewardHebb,1,120,-21.616046846474028,0.4935091498739381,2210.9555996347963,121
RewardHebb,1,121,-21.576816459572065,0.47217192028619825,2204.898837985826,122
RewardHebb,1,122,-21.815652211814793,0.5216579601387972,2233.731017195359,123
RewardHebb,1,123,-21.628185192592504,0.5595784155662686,2218.776360815877,124
RewardHebb,1,124,-21.7585614151976,0.5162535236323769,2227.4814938829977,125
RewardHebb,1,125,-21.648573092303128,0.5170822770059118,2216.565536930904,126
RewardHebb,1,126,-21.764294655569625,0.5013402029602783,2226.56348585299,127
RewardHebb,1,127,-21.619434856114538,0.5491688313940348,2216.860368750857,128
RewardHebb,1,128,-21.70168157634158,0.5530131727016814,2225.4694749043265,129
RewardHebb,1,129,-21.619104636267434,0.5459652472974867,2216.506988356492,130
RewardHebb,1,130,-21.60019405000021,0.5352470062864372,2213.5441056286645,131
RewardHebb,1,131,-21.477417593090912,0.533589958941393,2201.1007552032306,132
RewardHebb,1,132,-21.534065874936786,0.5420179896050721,2207.6083864541856,133
RewardHebb,1,133,-21.661069859830835,0.563354831365253,2222.4424691196086,134
RewardHebb,1,134,-21.639924111339777,0.6203245953417382,2226.0248706681514,135
RewardHebb,1,135,-21.784308101553442,0.5303899723976171,2231.469807395106,136
RewardHebb,1,136,-21.50007629861001,0.5403712957016547,2204.0447594311663,137
RewardHebb,1,137,-21.58060923545239,0.5261360830133026,2210.674531846569,138
RewardHebb,1,138,-21.49676464823685,0.5552225865810732,2205.1987234817925,139
RewardHebb,1,139,-21.64499691944773,0.5780001671777328,2222.2997086625464,140
RewardHebb,1,140,-21.537799720724927,0.5734864745093633,2211.128619523429,141
RewardHebb,1,141,-21.676518845729206,0.5212019133313253,2219.772075906053,142
RewardHebb,1,142,-21.519871623356526,0.5130373657419263,2203.290898909845,143
RewardHebb,1,143,-21.4662629701004,0.5205146815524992,2198.6777651652897,144
RewardHebb,1,144,-21.637409203203138,0.6076070694089966,2224.5016272612133,145
RewardHebb,1,145,-21.551323686597247,0.5717104123158472,2212.3034098913095,146
RewardHebb,1,146,-21.58370139671571,0.5764411629864794,2216.014255970219,147
RewardHebb,1,147,-21.629756265170496,0.5840394734077305,2221.379573857823,148
RewardHebb,1,148,-21.510096196346506,0.574136542931087,2208.423273927759,149
RewardHebb,1,149,-21.635456306984388,0.5880067901025221,2222.346309708691,150
